LeagueID,SeasonID,TeamID,TeamCity,TeamName,Conference,ConferenceRecord,PlayoffRank,ClinchIndicator,Division,DivisionRecord,DivisionRank,WINS,LOSSES,WinPCT,LeagueRank,Record,HOME,ROAD,L10,Last10Home,Last10Road,OT,ThreePTSOrLess,TenPTSOrMore,LongHomeStreak,strLongHomeStreak,LongRoadStreak,strLongRoadStreak,LongWinStreak,LongLossStreak,CurrentHomeStreak,strCurrentHomeStreak,CurrentRoadStreak,strCurrentRoadStreak,CurrentStreak,strCurrentStreak,ConferenceGamesBack,DivisionGamesBack,ClinchedConferenceTitle,ClinchedDivisionTitle,ClinchedPlayoffBirth,EliminatedConference,EliminatedDivision,AheadAtHalf,BehindAtHalf,TiedAtHalf,AheadAtThird,BehindAtThird,TiedAtThird,Score100PTS,OppScore100PTS,OppOver500,LeadInFGPCT,LeadInReb,FewerTurnovers,PointsPG,OppPointsPG,DiffPointsPG,vsEast,vsAtlantic,vsCentral,vsSoutheast,vsWest,vsNorthwest,vsPacific,vsSouthwest,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,PreAS,PostAS,SEASON
00,22025,1610612737,Atlanta,Hawks,East,21-21,8,,Southeast,7-6,3,36,31,0.537,,36-31,18-16,18-15,9-1,8-2,5-5,1-0,6-7,24-17,8,W 8,4,W 4,9,7,8,W 8,2,W 2,9,W 9,12.5,2.0,,,,,,27-7,8-23,1-1,28-3,7-28,1-0,36-25,29-30,15-21,34-5,19-6,25-13,118.0,117.0,1.0,21-21,9-6,5-9,7-6,15-10,5-5,6-2,4-3,8-8,6-4,5-0,,,,,,,3-3,10-5,3-11,36-31,,2025-26
00,22025,1610612746,LA,Clippers,West,21-19,8,,Pacific,8-5,3,34,32,0.515,,34-32,19-13,15-19,7-3,6-4,6-4,2-0,6-8,20-18,-8,L 8,4,W 4,6,6,5,W 5,1,W 1,4,W 4,17.5,7.0,,,,,,24-14,10-17,0-1,28-7,6-24,0-1,33-27,26-30,17-24,31-8,15-9,23-10,114.0,113.0,1.0,13-13,4-5,4-3,5-5,21-19,7-7,8-5,6-7,11-4,5-6,7-1,,,,,,,3-2,2-13,6-6,34-32,,2025-26
00,22025,1610612755,Philadelphia,76ers,East,22-23,9,,Atlantic,9-7,4,36,31,0.537,,36-31,19-16,17-15,5-5,7-3,3-7,4-3,6-8,19-14,-4,L 4,4,W 4,5,4,3,W 3,-4,L 4,1,W 1,12.5,8.0,,,,,,28-12,7-18,1-1,25-8,10-23,1-0,35-27,32-31,14-24,27-4,20-9,26-17,116.0,116.0,-1.0,22-23,9-7,6-9,7-7,14-8,2-3,6-3,6-2,10-7,6-5,2-5,,,,,,,4-1,6-8,7-5,36-31,,2025-26
00,22025,1610612744,Golden State,Warriors,West,22-22,9,,Pacific,6-6,4,32,34,0.485,,32-34,19-15,13-19,3-7,2-8,5-5,2-2,4-4,20-17,5,W 5,-6,L 6,4,4,-4,L 4,-2,L 2,-4,L 4,19.5,9.0,,,,,,26-10,6-24,0-0,25-10,6-23,1-1,30-26,23-32,15-22,22-4,14-9,17-11,115.0,114.0,1.0,10-12,2-5,4-4,4-3,22-22,7-12,6-6,9-4,9-7,4-6,1-5,,,,,,,4-2,7-8,7-6,32-34,,2025-26
00,22025,1610612766,Charlotte,Hornets,East,20-22,10,,Southeast,9-5,4,34,34,0.5,,34-34,14-17,20-17,7-3,6-4,8-2,2-1,3-6,22-16,-5,L 5,10,W 10,9,7,-1,L 1,-1,L 1,-1,L 1,15.0,4.5,,,,,,26-9,7-24,1-1,29-7,4-27,1-0,34-29,20-32,18-23,24-3,31-21,8-8,116.0,112.0,3.0,20-22,5-6,6-11,9-5,14-12,6-3,2-6,6-3,11-6,8-3,4-2,,,,,,,2-3,4-11,5-8,34-34,,2025-26
00,22025,1610612757,Portland,Trail Blazers,West,24-19,10,,Northwest,6-7,4,32,35,0.478,,32-35,18-16,14-19,5-5,5-5,4-6,1-1,6-5,15-16,5,W 5,-4,L 4,5,6,1,W 1,-1,L 1,1,W 1,20.0,20.0,,,,,,20-8,10-27,2-0,25-7,7-28,0-0,30-26,30-35,16-26,19-4,25-15,10-7,115.0,118.0,-2.0,8-16,2-5,4-4,2-7,24-19,6-7,9-6,9-6,9-6,6-6,3-3,,,,,,,4-2,4-10,6-8,32-35,,2025-26
00,22025,1610612763,Memphis,Grizzlies,West,18-27,11,,Southwest,6-7,3,23,43,0.348,,23-43,11-20,11-22,2-8,2-8,2-8,1-1,2-5,9-19,-5,L 5,-5,L 5,3,7,-5,L 5,-4,L 4,-7,L 7,28.5,25.5,,,,,,14-15,9-25,0-3,18-14,5-27,0-2,23-39,18-43,5-26,20-7,15-10,12-22,116.0,118.0,-3.0,5-16,1-6,3-3,1-7,18-27,5-11,7-9,6-7,3-11,4-7,1-7,,,,,,,3-3,6-9,6-6,23-43,,2025-26
00,22025,1610612749,Milwaukee,Bucks,East,19-26,11,,Central,8-5,3,27,39,0.409,,27-39,15-18,12-21,2-8,4-6,3-7,2-1,5-6,15-25,-4,L 4,-8,L 8,3,7,-2,L 2,-3,L 3,-4,L 4,21.0,21.0,,,,,,17-10,10-29,0-0,20-5,6-33,1-1,27-28,21-39,13-29,26-14,11-7,11-8,111.0,116.0,-5.0,19-26,4-11,8-5,7-10,8-13,2-6,3-4,3-3,4-8,8-4,1-6,,,,,,,4-1,5-11,5-8,27-39,,2025-26
00,22025,1610612742,Dallas,Mavericks,West,12-29,12,,Southwest,4-10,4,22,45,0.328,,22-45,14-20,8-24,1-9,1-9,3-7,2-2,5-7,7-23,-9,L 9,-7,L 7,4,10,-9,L 9,1,W 1,-1,L 1,30.0,27.0,,,,,,15-7,6-38,1-0,13-7,6-37,3-1,22-37,20-45,10-30,18-10,12-16,9-14,113.0,118.0,-5.0,10-16,5-6,3-4,2-6,12-29,5-10,3-9,4-10,7-8,2-8,1-7,,,,,,,2-3,4-12,6-7,22-45,,2025-26
00,22025,1610612741,Chicago,Bulls,East,17-26,12,,Central,4-10,4,27,40,0.403,,27-40,16-18,11-22,3-7,1-9,2-8,1-1,10-5,10-24,-8,L 8,-5,L 5,5,11,-1,L 1,-2,L 2,-2,L 2,21.5,21.5,,,,,,14-8,12-31,1-1,19-7,7-31,1-2,27-34,25-40,16-23,22-10,20-12,10-11,116.0,120.0,-4.0,17-26,5-9,4-10,8-7,10-14,4-5,4-5,2-4,8-8,0-11,3-4,,,,,,,5-0,4-10,7-7,27-40,,2025-26
00,22025,1610612751,Brooklyn,Nets,East,12-31,13, - o,Atlantic,3-11,5,17,50,0.254,,17-50,9-23,8-27,2-8,3-7,1-9,0-2,2-2,11-34,-9,L 9,-9,L 9,3,10,-1,L 1,-2,L 2,-3,L 3,31.5,27.0,,,,1.0,1.0,13-6,3-44,1-0,14-6,2-43,1-1,16-33,14-50,6-34,15-4,13-15,4-14,107.0,116.0,-9.0,12-31,3-11,6-9,3-11,5-19,3-4,0-6,2-9,3-14,2-10,2-5,,,,,,,0-5,3-11,7-4,17-50,,2025-26
00,22025,1610612740,New Orleans,Pelicans,West,13-30,13,,Southwest,6-8,5,22,46,0.324,,22-46,13-21,9-25,6-4,7-3,4-6,1-4,2-5,12-20,-6,L 6,-6,L 6,5,9,4,W 4,-2,L 2,-1,L 1,30.5,27.5,,,,,,15-12,7-33,0-1,16-11,5-34,1-1,22-39,19-46,7-34,18-10,15-11,12-20,115.0,120.0,-4.0,9-16,3-4,3-6,3-6,13-30,4-10,3-12,6-8,5-11,6-4,3-4,,,,,,,0-5,3-13,5-9,22-46,,2025-26
00,22025,1610612762,Utah,Jazz,West,11-31,14,,Northwest,1-11,5,20,47,0.299,,20-47,12-22,8-25,2-8,2-8,3-7,3-2,5-8,7-31,-5,L 5,-5,L 5,2,7,-1,L 1,-2,L 2,-2,L 2,32.0,32.0,,,,,,12-14,7-33,1-0,15-5,5-40,0-2,20-42,19-47,9-28,15-10,13-14,8-12,117.0,125.0,-8.0,9-16,2-6,5-3,2-7,11-31,1-11,5-10,5-10,3-14,3-8,2-5,,,,,,,2-3,4-10,6-7,20-47,,2025-26
00,22025,1610612764,Washington,Wizards,East,11-31,14, - o,Southeast,2-12,5,16,50,0.242,,16-50,11-22,5-28,0-10,3-7,1-9,0-3,2-2,7-39,-6,L 6,-10,L 10,2,14,-4,L 4,-9,L 9,-11,L 11,32.0,21.5,,,,1.0,1.0,13-6,3-44,0-0,10-7,4-43,2-0,16-43,13-50,4-33,12-11,9-10,9-8,113.0,124.0,-11.0,11-31,2-12,7-7,2-12,5-19,1-6,1-6,3-7,4-11,4-8,0-6,,,,,,,1-4,1-12,6-8,16-50,,2025-26
00,22025,1610612758,Sacramento,Kings,West,10-34,15, - o,Pacific,2-10,5,16,51,0.239,,16-51,11-23,5-28,4-6,2-8,2-8,2-1,3-4,6-33,-9,L 9,-16,L 16,4,16,-1,L 1,-1,L 1,-1,L 1,36.0,25.5,,,,1.0,1.0,10-10,6-39,0-2,12-8,4-41,0-2,16-38,15-50,10-35,12-12,11-13,13-25,111.0,121.0,-10.0,6-17,1-5,3-7,2-5,10-34,3-14,2-10,5-10,4-13,2-9,2-4,,,,,,,1-4,4-12,3-9,16-51,,2025-26
00,22025,1610612754,Indiana,Pacers,East,11-31,15, - o,Central,3-9,5,15,52,0.224,,15-52,10-24,5-28,0-10,2-8,2-8,1-1,6-5,4-31,-8,L 8,-10,L 10,3,13,-8,L 8,-6,L 6,-12,L 12,33.5,33.5,,,,1.0,1.0,10-12,5-39,0-1,12-6,3-43,0-3,14-43,12-51,7-34,12-3,7-9,9-22,111.0,120.0,-9.0,11-31,3-13,3-9,5-9,4-21,1-7,2-6,1-8,7-8,2-9,0-7,,,,,,,0-5,4-11,2-12,15-52,,2025-26
